name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
ARCOS DE LA FRONTERA GRUPO 3,IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Arcos de la Frontera,ES,812.0,Hard coal,Combined cycle,,2006.0,,36.673002,-5.816132,18WARCOS3-123-0Z,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CARTAGENA GRUPO 1,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Cartagena,ES,424.51,Hard coal,Combined cycle,,2006.0,,37.572744,-0.938408,18WCTGN1-1234-0C,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CARTAGENA GRUPO 2,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Cartagena,ES,424.56,Hard coal,Combined cycle,,2006.0,,37.572744,-0.938408,18WCTGN2-1234-03,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CARTAGENA GRUPO 3,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Cartagena,ES,419.28,Hard coal,Combined cycle,,2006.0,,37.572744,-0.938408,18WCTGN3-1234-0V,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CRISTOBAL COLON,ENDESA GENERACIÓN S.A.,,41004.0,Huelva,ES,397.77,Hard coal,Combined cycle,,2006.0,,37.216397,-6.943633,18WCOL4-12345-02,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ACECA, GRUPO 4","NATURGY GENERACIÓN, S.L.U.",,28033.0,Villaseca de la Sagra,ES,379.3,Hard coal,Combined cycle,,2006.0,,39.943972,-3.854838,18WACE4-12345-0R,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CICLO COMBINADO DE CASTELNOU,"ENGIE CASTELNOU, S.L.U.",,28043.0,Castelnou,ES,797.83,Hard coal,Combined cycle,,2006.0,,41.216921,-0.294205,18WCTNU-12345-0U,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CTCC ESCOMBRERAS,IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Cartagena,ES,830.89,Hard coal,Combined cycle,,2006.0,,37.5647,-0.951324,18WESC6-12345-07,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 9, VAPOR, 3 (CC 1)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,75.0,Hard coal,Combined cycle,,2005.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CTCC PLANA DEL VENT 1,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Vandellòs i l'Hospitalet de l'Infant,ES,425.6,Hard coal,Combined cycle,,2007.0,,40.959398,0.8696360000000001,18WPVENT1--1234A,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CCC SAGUNTO, GRUPO 1","NATURGY GENERACIÓN, S.L.U.",,28033.0,Sagunto/Sagunt,ES,417.28,Hard coal,Combined cycle,,2007.0,,39.642475,-0.233208,18WSAGU1-123--0J,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CTCC PLANA DEL VENT 2,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",,8008.0,Vandellòs i l'Hospitalet de l'Infant,ES,420.99,Hard coal,Combined cycle,,2007.0,,40.959398,0.8696360000000001,18WPVENT2--12342,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CCC SAGUNTO, GRUPO 2","NATURGY GENERACIÓN, S.L.U.",,28033.0,Sagunto/Sagunt,ES,419.59,Hard coal,Combined cycle,,2007.0,,39.642475,-0.233208,18WSAGU2-123--0A,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CTCC ESCATRÓN,Ignis Generación S.L.,,28016.0,Escatrón,ES,282.22,Hard coal,Combined cycle,,2007.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CCC SAGUNTO, GRUPO 3","NATURGY GENERACIÓN, S.L.U.",,28033.0,Sagunto/Sagunt,ES,418.55,Hard coal,Combined cycle,,2007.0,,39.642475,-0.233208,18WSAGU3-123--01,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CTCC AS PONTES, GRUPO 5",ENDESA GENERACIÓN S.A.,,41004.0,Pontes de García Rodríguez (As),ES,870.43,Hard coal,Combined cycle,,2008.0,,43.444418,-7.864333999999999,18WPGR5-123456-J,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CTCC SABON, GRUPO 3","NATURGY GENERACIÓN, S.L.U.",,28033.0,Arteixo,ES,397.44,Hard coal,Combined cycle,,2008.0,,43.329639,-8.501986,18WSBO3-12345-01,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESCATRÓN,"Repsol Generación Eléctrica, S.L.U.",,39011.0,Escatrón,ES,818.5,Hard coal,Combined cycle,,2008.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CTCC CASTELLÓN, GRUPO 4",IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Castellón de la Plana/Castelló de la Plana,ES,853.77,Hard coal,Combined cycle,,2008.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CTCC SOTO DE RIBERA, GRUPO 4","CENTRAL TÉRMICA CICLO COMBINADO GRUPO 4, S.L.",,33007.0,Ribera de Arriba,ES,431.86,Hard coal,Combined cycle,,2008.0,,43.316242,-5.876937,18W18WSRI4--123V,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 7, VAPOR 3 (CC1)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,79.65,Hard coal,Combined cycle,,2008.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
MALA1 (CTCC MALAGA),"NATURGY GENERACIÓN, S.L.U.",,28033.0,Málaga,ES,421.036,Hard coal,Combined cycle,,2009.0,,36.748363,-4.562831,18WMALA1-12345-L,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CTCC BAHÍA DE ALGECIRAS,"Repsol Generación Eléctrica, S.L.U.",,39011.0,San Roque,ES,830.9069999999999,Hard coal,Combined cycle,,2009.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BESÓS, GRUPO 5",ENDESA GENERACIÓN S.A.,,41004.0,Sant Adrià de Besòs,ES,873.23,Hard coal,Combined cycle,,2010.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"PUERTO DE BARCELONA, GRUPO 1","NATURGY GENERACIÓN, S.L.U.",,28033.0,Barcelona,ES,447.16,Hard coal,Combined cycle,,2010.0,,41.336825,2.158958,18WPBCN1-12345-D,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"PUERTO DE BARCELONA, GRUPO 2","NATURGY GENERACIÓN, S.L.U.",,28033.0,Barcelona,ES,444.5,Hard coal,Combined cycle,,2010.0,,41.336825,2.158958,18WPBCN2-12345-4,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CTCC SOTO DE RIBERA, GRUPO 5","EDP ESPAÑA, S.A.U.",,33007.0,Ribera de Arriba,ES,433.63,Hard coal,Combined cycle,,2011.0,,43.316242,-5.876937,18WSRI5-123456-L,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CA'S TRESORER TG3, CC2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,78.8,Hard coal,Combined cycle,,2009.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CA'S TRESORER TG4, CC2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,78.8,Hard coal,Combined cycle,,2009.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CA'S TRESORER TV2, CC2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,78.8,Hard coal,Combined cycle,,2010.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 10, TG 5 (CC2)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,76.7,Hard coal,Combined cycle,,2010.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 11, TG 6 (CC2)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,76.7,Hard coal,Combined cycle,,2010.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"San Esteban II, Grupo 1","IBERDROLA GENERACIÓN, S.A.",,48009.0,Nogueira de Ramuín,ES,188.25,Hydro,Reservoir,,2012.0,,42.41433,-7.649694999999999,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
La Muela II Grupo 7,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Cortes de Pallás,ES,220.04,Hydro,Pumped storage,,,,39.243581,-0.931709,18WMUEL-12345-03,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
La Muela II Grupo 4,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Cortes de Pallás,ES,220.13,Hydro,Pumped storage,,,,39.243581,-0.931709,18WMUEL-12345-03,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
La Muela II Grupo 5,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Cortes de Pallás,ES,222.14,Hydro,Pumped storage,,,,39.243581,-0.931709,18WMUEL-12345-03,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
La Muela II Grupo 6,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Cortes de Pallás,ES,219.42,Hydro,Pumped storage,,,,39.243581,-0.931709,18WMUEL-12345-03,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
Central de San Pedro II Grupo 1,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Nogueira de Ramuín,ES,26.12,Hydro,Reservoir,,,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN ISIDRO 1,"EDP ESPAÑA, S.A.U.",,33007.0,Aller,ES,1.56,Hydro,Run-of-river,,1966.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN ISIDRO 2,"EDP ESPAÑA, S.A.U.",,33007.0,Aller,ES,1.56,Hydro,Run-of-river,,1966.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
MORELLA 1,"ELECTRA ENERGÍA, S.A.U.",,12002.0,Morella,ES,3.55,Hard coal,,,1995.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
MORELLA 2,"ELECTRA ENERGÍA, S.A.U.",,12002.0,Morella,ES,4.7,Hard coal,,,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
BIESCAS II 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Biescas,ES,31.0,Hydro,Reservoir,,1969.0,,42.629227,-0.315932,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
BIESCAS II 2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Biescas,ES,31.0,Hydro,Reservoir,,1969.0,,42.629227,-0.315932,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ERISTE 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Sahún,ES,44.9,Hydro,Reservoir,,1969.0,,42.583678000000006,0.483248,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ERISTE 2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Sahún,ES,43.64,Hydro,Reservoir,,1969.0,,42.583678000000006,0.483248,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
LANUZA 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Panticosa,ES,24.9,Hydro,Reservoir,,1977.0,,42.750252,-0.314465,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
LANUZA 2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Panticosa,ES,24.9,Hydro,Reservoir,,1977.0,,42.750252,-0.314465,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CEUTA 1, G-1",ENDESA GENERACIÓN S.A.,,41004.0,Ceuta,ES,5.76,Hard coal,,,1980.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CACHINA,"ENERGÍA ELÉCTRICA DEL EBRO, S.A.",,43895.0,Deltebre,ES,2.0,Hard coal,,,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CEUTA 6, G-6",ENDESA GENERACIÓN S.A.,,41004.0,Ceuta,ES,5.76,Hard coal,,,1986.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CEUTA 7, G-7",ENDESA GENERACIÓN S.A.,,41004.0,Ceuta,ES,6.72,Hard coal,,,1993.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MELILLA 5, G-5",ENDESA GENERACIÓN S.A.,,41004.0,Melilla,ES,5.76,Hard coal,,,1980.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MELILLA 6, G-6",ENDESA GENERACIÓN S.A.,,41004.0,Melilla,ES,5.76,Hard coal,,,1980.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MELILLA 9, G-9",ENDESA GENERACIÓN S.A.,,41004.0,Melilla,ES,14.7,Hard coal,Gas turbine,,1991.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MELILLA 10, G-10",ENDESA GENERACIÓN S.A.,,41004.0,Melilla,ES,9.28,Hard coal,,,1997.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CEUTA 2, G-2",ENDESA GENERACIÓN S.A.,,41004.0,Ceuta,ES,5.76,Hard coal,,,1980.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 1, TURBINA DE GAS Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,38.5,Hard coal,Gas turbine,,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 2, TURBINA DE GAS Nº 2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,38.5,Hard coal,Gas turbine,,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 3, TURBINA DE GAS Nº 3","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,38.5,Hard coal,Gas turbine,,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 4, TURBINA DE GAS Nº 4","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,38.5,Hard coal,Gas turbine,,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MAHÓN 9, BURMEISTER Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Maó,ES,15.8,Hard coal,,,1991.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MAHÓN 10, BURMEISTER Nº 2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Maó,ES,15.8,Hard coal,,,1991.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MAHÓN 11, BURMEISTER Nº 3","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Maó,ES,15.8,Hard coal,,,1991.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"IBIZA 13, BURMEISTER Nº 8","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Eivissa,ES,16.0,Hard coal,,,1993.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"IBIZA 14, BURMEISTER Nº 9","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Eivissa,ES,16.0,Hard coal,,,1993.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ALCUDIA 3, TURBINA DE GAS Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Alcúdia,ES,37.5,Hard coal,Gas turbine,,1989.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ALCUDIA 4, TURBINA DE GAS Nº 2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Alcúdia,ES,37.5,Hard coal,Gas turbine,,1989.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"IBIZA 12, TURBINA DE GAS Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Eivissa,ES,25.0,Hard coal,Gas turbine,,1988.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"IBIZA 15, TURBINA DE GAS Nº 2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Eivissa,ES,14.0,Hard coal,Gas turbine,,1968.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MAHÓN 12, TURBINA DE GAS Nº 2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Maó,ES,37.5,Hard coal,Gas turbine,,1994.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"FORMENTERA 1, TURBINA DE GAS Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Formentera,ES,14.0,Hard coal,Gas turbine,,1966.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
C.H. MILLARES II GRUPO 1,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Millares,ES,35.2,Hydro,Reservoir,,2003.0,,39.223433,-0.7183729999999999,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
C.H. MILLARES II GRUPO 2,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Millares,ES,35.4,Hydro,Reservoir,,2003.0,,39.223433,-0.7183729999999999,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MAHÓN 13, TURBINA DE GAS Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Ciutadella de Menorca,ES,38.5,Hard coal,Gas turbine,,1999.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 2, DIÉSEL 1","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,12.0,Hard coal,,,1973.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 3, DIÉSEL 2","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,12.0,Hard coal,,,1973.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 4, DIÉSEL 3","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,12.0,Hard coal,,,1974.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 12, DIÉSEL 4","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,24.0,Hard coal,,,1990.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 13, DIÉSEL 5","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,24.0,Hard coal,,,1990.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 7, GAS 1","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,23.45,Hard coal,Gas turbine,,1981.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 10, GAS 2","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,37.5,Hard coal,Gas turbine,,1989.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 11, GAS 3","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,37.5,Hard coal,Gas turbine,,1989.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 1, GAS 1","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,37.5,Hard coal,Gas turbine,,1992.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 2, GAS 2","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,37.5,Hard coal,Gas turbine,,1995.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CANDELARIA 9, VAPOR 5","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Candelaria,ES,40.0,Hard coal,,,1979.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CANDELARIA 10, VAPOR 6","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Candelaria,ES,40.0,Hard coal,,,1984.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CANDELARIA 3, DIÉSEL 1","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Candelaria,ES,12.0,Hard coal,,,1972.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CANDELARIA 4, DIÉSEL 2","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Candelaria,ES,12.0,Hard coal,,,1973.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CANDELARIA 6, DIÉSEL 3","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Candelaria,ES,12.0,Hard coal,,,1973.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
